superficieEtage1,superficieEtage2,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,superficieSousSolNonAmenagee,climatisation,proxRoute1,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,chauffage,qualiteChauffage,styleBatiment,nbCuisines,qualiteCuisine,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,nbPieces,superficieTotaleSousSol,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,taux_inflation,ames_taux_criminalite,moyenne_indice_prix_logements,superficieTotale,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,noteGlobale,noteMoyenne,hauteurSs
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition minimale,< 500 m2,500-1000 m2,Salle de récréation moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité moyenne,Contreplaqué,Contreplaqué,Intimité minimale,Moyenne,1,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,75-100 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,5,Sawyer,> 5 m2,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,141347.45856,Vente Garantie Conventionnelle,Pas de solarium,6,75-100 m2,> 20 m2,1960-1970,2000-2005,2010,1.64,306.1383,166.13,< 200,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,1500-2336 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,> 80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Régulière,Classe 1946 et plus recent,Basse densité,600-800 m2,Placage pierre,Non défini,Pas d elements divers,7,Northridge Heights,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,235242.556032,Vente Garantie Conventionnelle,Pas de solarium,7,100-150 m2,0,2005 et plus,2005-2010,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition minimale,< 500 m2,< 500 m2,Quartiers de vie sous la moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Bois,Bois,Pas de clôture,Qualité inconnue,0,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,2000-2009,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en coin,Entre 11 et 20 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,5,North Ames,< 5 m2,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,123724.918272,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,> 20 m2,1950-1960,2000-2005,2010,1.64,306.1383,166.13,< 200,Non,Non,Non,1.5,12,6.0,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,1000-1500 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage pierre,Non défini,Pas d elements divers,5,Northridge Heights,< 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,280859.23584,Vente Garantie Conventionnelle,Pas de solarium,7,> 150 m2,0,2005 et plus,2005-2010,2010,1.64,306.1383,166.13,300-400,Non,Non,Non,3.0,13,6.5,Hauteur sous-sol > 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Quartiers de vie sous la moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Métal,Métal,Pas de clôture,Bon,2,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en cul-de-sac,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,12,North Ames,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,190451.9328,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,> 20 m2,1950-1960,1995-2000,2006,3.2259,279.7815,163.425,200-300,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas d'accès à l'allée,1,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Non,Autoroute,Boîte à disjoncteurs,1-100 m2,Qualité moyenne,Qualité moyenne,Métal,Métal,Pas de clôture,Qualité inconnue,0,Fondation Brique,20-30 m2,1.0,Condition garage bonne,Non fini,Faible,Détaché de la maison,Avant 1950,< 50 m2,Chauffage air pulsé,Mauvais,Bat 1 Etage,1,Qualité cusine médiocre,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,Classe 1945 et plus ancien,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,5,Autre quartier,0,3,2,Pavée,Bardeau composite,Toit à pignon,Vente normale,62872.08384,Vente Garantie Conventionnelle,Pas de solarium,4,25-50 m2,< 10 m2,1925-1950,1950-1960,2008,3.8391,313.1278,167.5975,< 200,Oui,Oui,Non,1.0,10,5.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pave,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Non,Autoroute,Boîte à disjoncteurs,101-200 m2,Rénovation recommandée,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Intimité minimale,Qualité inconnue,0,Fondation Brique,20-30 m2,1.0,Condition garage autre,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1945 et plus ancien,Non résidentiel,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,> 5 m2,2,2,Terre/Gravier,Bardeau composite,Toit autre,Vente normale,36713.6256,Vente Garantie Conventionnelle,Pas de solarium,6,50-75 m2,0,1900-1925,1950-1960,2008,3.8391,313.1278,167.5975,< 200,Oui,Non,Non,1.0,8,4.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Intimité minimale,Qualité inconnue,0,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,Chauffage air pulsé,Bon,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en cul-de-sac,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,Sawyer,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,137079.499584,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,0,1960-1970,2005-2010,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,1.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,0,0,Non fini,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,1,College Creek,< 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,165119.531136,Vente Garantie Conventionnelle,Pas de solarium,7,100-150 m2,0,2005 et plus,2005-2010,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol > 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,1000-1500 m2,0,Salle de récréation moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Bon,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,150-200 m2,Chauffage air pulsé,Bon,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,4,North Ames,< 5 m2,3,3,Pavée,Bardeau composite,Toit pyramidal,Vente normale,151902.62592,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,0,1950-1960,1950-1960,2010,1.64,306.1383,166.13,200-300,Non,Non,Non,2.0,10,5.0,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,1000-1500 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité excellente,Métal,Métal,Pas de clôture,Bon,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine excellente,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,8,Northridge Heights,< 5 m2,3,5,Pavée,Bardeau composite,Toit pyramidal,Vente normale,254700.7776,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,10-20 m2,2005 et plus,2005-2010,2007,2.8527,387.4317,167.6625,200-300,Non,Non,Non,3.0,14,7.0,Hauteur sous-sol > 2.5 m
1000-1500 m2,1001-1500 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Exposition moyenne,0,0,Non fini,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,2000-2009,200-250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Plus de 31 m,Régulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage pierre,Non défini,Pas d elements divers,9,Northridge Heights,< 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,283612.75776,Vente Garantie Conventionnelle,Pas de solarium,9,100-150 m2,10-20 m2,2000-2005,2005-2010,2006,3.2259,279.7815,163.425,300-400,Non,Non,Non,3.5,13,6.5,Hauteur sous-sol > 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,60-80 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,College Creek,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,133086.8928,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,> 20 m2,1990-1995,1995-2000,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,1.5,10,5.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,1000-1500 m2,0,Salle de récréation moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Bois,Bois,Pas de clôture,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,Chauffage air pulsé,Bon,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,600-800 m2,Placage brique,Non défini,Pas d elements divers,10,North Ames,0,3,3,Pavée,Bardeau composite,Toit pyramidal,Vente normale,140429.61792,Vente Garantie Conventionnelle,Pas de solarium,5,100-150 m2,0,1950-1960,1990-1995,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,1.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1950-1959,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,1,North Ames,< 5 m2,4,3,Pavée,Bardeau composite,Toit à pignon,"Echange, saisie, vente rapide",100044.62976,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,0,1950-1960,2005-2010,2010,1.64,306.1383,166.13,< 200,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Duplex,Pas de sous-sol,Aucun sous-sol,0,0,Aucun sous-sol,0,Non,Route ville,Boîte à fusibles,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Contreplaqué,Pas de clôture,Qualité inconnue,0,Fondation Béton,0,0.0,Condition garage autre,Finition inconnue,Qualité inconnue,No Garage,Pas de garage,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,2,Qualité cusine médiocre,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,Edwards,0,3,2,Terre/Gravier,Bardeau composite,Toit à pignon,Condition Vente Autre,75262.93248,Vente Garantie Conventionnelle,Pas de solarium,6,0,0,1950-1960,1950-1960,2008,3.8391,313.1278,167.5975,< 200,Non,Non,Non,2.0,9,4.5,Pas de sous-sol
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Salle de récréation moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Bois,Bois,Bois de bonne qualité,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,12,North Ames,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,"Echange, saisie, vente rapide",146854.5024,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,0,1960-1970,1960-1970,2006,3.2259,279.7815,163.425,200-300,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Bonne exposition,500-1000 m2,0,Quartiers de vie sous la moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Bon,2,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,Chauffage air pulsé,Bon,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Plus de 31 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,> 5 m2,3,3,Pavée partiellement,Bardeau composite,Toit à pignon,Vente normale,156032.9088,Vente Garantie Conventionnelle,Pas de solarium,5,100-150 m2,0,1950-1960,1950-1960,2007,2.8527,387.4317,167.6625,200-300,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Exposition moyenne,500-1000 m2,< 500 m2,Quartiers de vie moyenne,0,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Intimité minimale,Qualité inconnue,0,Fondation Ciment,40-60 m2,2.0,Condition garage autre,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,75-100 m2,Chauffage air pulsé,Bon,Bat Divisé,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en cul-de-sac,Entre 21 et 30 m,Irrégulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,12,Autre quartier,0,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,132169.05216,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,> 20 m2,2005 et plus,2010 et plus,2007,2.8527,387.4317,167.6625,< 200,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,< 500 m2,< 500 m2,Faible qualité,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Intimité minimale,Qualité inconnue,0,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1970-1979,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en cul-de-sac,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,College Creek,0,3,3,Pavée,Bardeau composite,Toit pyramidal,Vente normale,119548.74336,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,10-20 m2,1970-1980,2010 et plus,2008,3.8391,313.1278,167.5975,< 200,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,500-1000 m2,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à fusibles,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Bois,Pas de clôture,Qualité inconnue,0,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,5,North Ames,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,129415.53024,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,0,1950-1960,1950-1960,2006,3.2259,279.7815,163.425,200-300,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Bonne qualité de vie,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité excellente,Métal,Métal,Pas de clôture,Bon,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine excellente,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1946 et plus recent,Basse densité,400-600 m2,Placage brique,Non défini,Pas d elements divers,2,Northridge Heights,> 5 m2,3,5,Pavée,Bardeau composite,Toit pyramidal,Vente normale,293617.220736,Vente Garantie Conventionnelle,Pas de solarium,6,> 150 m2,10-20 m2,2005 et plus,2005-2010,2010,1.64,306.1383,166.13,300-400,Non,Non,Non,3.0,14,7.0,Hauteur sous-sol > 2.5 m
1500-2000 m2,501-1000 m2,Pas d'accès à l'allée,1,Unifamilial,Condition Ss Bonne,Aucune exposition,1000-1500 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Excellent,1,Fondation Béton,60-80 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1.5 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en cul-de-sac,Entre 11 et 20 m,Irrégulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,8,Autre quartier,< 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,"Echange, saisie, vente rapide",219993.55163904,Vente Garantie Conventionnelle,101-200 m2,6,100-150 m2,10-20 m2,2000-2005,2000-2005,2009,-0.3555,309.5867,167.9225,300-400,Non,Non,Non,2.5,12,6.0,Hauteur sous-sol > 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,< 500 m2,0,Bonne qualité de vie,1500-2336 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Non résidentiel,0,Aucun placage,Non défini,Pas d elements divers,7,Somerset,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,229184.807808,Vente Garantie Conventionnelle,Pas de solarium,7,> 150 m2,0,2005 et plus,2005-2010,2007,2.8527,387.4317,167.6625,300-400,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,2,Duplex,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,101-200 m2,Qualité moyenne,Qualité moyenne,Métal,Métal,Pas de clôture,Qualité inconnue,0,Fondation Brique,0,0.0,Condition garage autre,Finition inconnue,Qualité inconnue,No Garage,Pas de garage,100-150 m2,Chauffage air pulsé,Bon,Bat 2 Etages,3,Qualité cusine bonne,Entre 201 et 500 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe Autre,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,6,Old Town,0,3,2,Terre/Gravier,Bardeau composite,Toit à pignon,Maison pas terminée,103715.99232,Vente Nouvelle construction,Pas de solarium,8,50-75 m2,0,1900-1925,2005-2010,2009,-0.3555,309.5867,167.9225,200-300,Non,Non,Non,2.0,9,4.5,Hauteur sous-sol 2 - 2.2 m
