superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,qualiteSousSol,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées
649,668,0,Pave,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,649.0,N,Feedr,Norm,SBrkr,172,Fa,TA,BrkFace,BrkFace,MnPrv,No Fireplace,0,BrkTil,1,Typ,23.22576,1.0,Fa,Unf,TA,Detchd,1920.0,122.35330368,0,GasA,TA,2Story,31,1,TA,Lvl,Gtl,789.6758400000001,Inside,15.24,Reg,0,70,C (all),0.0,None,No Miscellaneous feature,0,7,IDOTRR,5.01676416,4,4,N,0,No Pool,CompShg,Gambrel,Normal,36713.6256,WD,0,Pave,6,60.29407296,AllPub,0.0,1920,1950,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078"
1228,0,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1228.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,No Fireplace,0,CBlock,1,Typ,25.17672384,1.0,TA,Unf,TA,Attchd,1966.0,114.08493312,1,GasA,Gd,1Story,32,1,Gd,Lvl,Gtl,793.7635737600001,CulDSac,21.03812727272728,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,6,Sawyer,6.038697600000001,6,5,Y,0,No Pool,CompShg,Gable,Normal,137079.499584,WD,0,Pave,6,114.08493312,AllPub,0.0,1966,2006,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498"
1234,0,0,No alley access,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1234.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,44.96507136,2.0,TA,RFn,TA,Attchd,2007.0,114.64235136,0,GasA,Ex,1Story,33,1,Gd,Lvl,Gtl,1026.48568896,Corner,25.908,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,1,CollgCr,2.7870912000000003,5,8,Y,0,No Pool,CompShg,Gable,Normal,165119.531136,WD,0,Pave,7,114.64235136,AllPub,0.0,2007,2007,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376"
1700,0,0,No alley access,4,1Fam,TA,No,1018.0,0.0,Rec,Unf,0.0,1.0,TA,380.0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,No Fence,Gd,1,CBlock,1,Typ,41.52765888,2.0,TA,RFn,TA,Attchd,1959.0,157.935168,1,GasA,Gd,1Story,34,1,Gd,Lvl,Gtl,980.31287808,Inside,21.336,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,4,NAmes,3.5303155200000003,5,5,Y,0,No Pool,CompShg,Hip,Normal,151902.62592,WD,0,Pave,6,129.87844992,AllPub,0.0,1959,1959,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
1561,0,0,No alley access,2,TwnhsE,TA,No,1153.0,0.0,GLQ,Unf,1.0,0.0,Ex,408.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,No Fence,Gd,1,PConc,2,Typ,51.65409024,2.0,TA,Fin,TA,Attchd,2005.0,145.02164544,0,GasA,Ex,1Story,35,1,Ex,Lvl,Gtl,679.39993152,Inside,18.288,Reg,0,120,RL,246.0,BrkFace,No Miscellaneous feature,0,8,NridgHt,4.36644288,5,9,Y,0,No Pool,CompShg,Hip,Normal,254700.7776,WD,0,Pave,6,145.02164544,AllPub,18.85931712,2005,2005,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1132,1320,0,No alley access,4,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1117.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,3,Typ,64.19600064000001,3.0,TA,Fin,TA,BuiltIn,2004.0,227.79825408,1,GasA,Ex,2Story,36,1,Gd,Lvl,Gtl,1246.57299072,Inside,32.9184,Reg,0,60,RL,132.0,Stone,No Miscellaneous feature,0,9,NridgHt,2.97289728,5,8,Y,0,No Pool,CompShg,Gable,Normal,283612.75776,WD,0,Pave,9,103.77269568,AllPub,10.49804352,2004,2005,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1097,0,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1097.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,1,Typ,62.43084288000001,2.0,TA,Unf,TA,Attchd,1995.0,101.91463488,1,GasA,Ex,1Story,37,1,TA,Lvl,Gtl,1008.83411136,Corner,34.1376,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,6,CollgCr,5.94579456,5,5,Y,0,No Pool,CompShg,Gable,Normal,133086.8928,WD,0,Pave,6,101.91463488,AllPub,36.41799168,1994,1995,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376"
1297,0,0,No alley access,3,1Fam,TA,No,1213.0,0.0,Rec,Unf,0.0,1.0,TA,84.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,No Fence,TA,1,CBlock,1,Typ,46.26571392,2.0,TA,Fin,TA,Attchd,1954.0,120.49524288,0,GasA,Gd,1Story,38,1,TA,Lvl,Gtl,792.6487372800001,Inside,22.555200000000003,Reg,0,20,RL,650.0,BrkFace,No Miscellaneous feature,0,10,NAmes,0.0,6,5,Y,0,No Pool,CompShg,Hip,Normal,140429.61792,WD,0,Pave,5,120.49524288,AllPub,0.0,1954,1990,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
1057,0,0,No alley access,3,1Fam,TA,No,731.0,0.0,GLQ,Unf,1.0,0.0,TA,326.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,No Fence,No Fireplace,0,CBlock,1,Typ,22.854147840000003,1.0,TA,Unf,TA,Detchd,1953.0,98.19851328,0,GasA,TA,1Story,39,1,Gd,Lvl,Gtl,735.97788288,Inside,20.7264,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,1,NAmes,4.83095808,7,5,Y,0,No Pool,CompShg,Gable,Abnorml,100044.62976,WD,0,Pave,5,98.19851328,AllPub,0.0,1953,2007,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
1152,0,0,No alley access,2,Duplex,No Basement,No Basement,0.0,0.0,No Basement,No Basement,0.0,0.0,No Basement,0.0,N,Norm,Norm,FuseP,0,TA,TA,AsbShng,Plywood,No Fence,No Fireplace,0,PConc,2,Typ,0.0,0.0,No Garage,No Garage,No Garage,No Garage,0.0,107.02430208,0,GasA,TA,1Story,40,2,Fa,Lvl,Gtl,561.1343616,Inside,19.812,Reg,0,90,RL,0.0,None,No Miscellaneous feature,0,6,Edwards,0.0,5,4,N,0,No Pool,CompShg,Gable,AdjLand,75262.93248,WD,0,Pave,6,0.0,AllPub,0.0,1955,1955,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,41.05817196135305,-92.42061613737812,"41.05817196135305, -92.42061613737812"
1324,0,0,No alley access,3,1Fam,TA,No,643.0,0.0,Rec,Unf,0.0,0.0,TA,445.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,TA,1,CBlock,2,Typ,40.8773376,2.0,TA,RFn,TA,Attchd,1965.0,123.00362496,0,GasA,Ex,1Story,41,1,TA,Lvl,Gtl,804.35452032,Inside,25.6032,Reg,0,20,RL,101.0,BrkFace,No Miscellaneous feature,0,12,NAmes,12.82061952,5,6,Y,0,No Pool,CompShg,Gable,Abnorml,146854.5024,WD,0,Pave,6,101.07850752,AllPub,0.0,1965,1965,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
1328,0,0,No alley access,2,1Fam,TA,Gd,967.0,0.0,BLQ,Unf,0.0,1.0,TA,383.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,No Fence,Gd,2,CBlock,1,Typ,28.614136320000004,1.0,TA,RFn,TA,Attchd,1959.0,123.37523712,1,GasA,Gd,1Story,42,1,TA,Lvl,Gtl,1570.5258912000002,Inside,35.052,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,7,Timber,9.66191616,6,5,P,0,No Pool,CompShg,Gable,Normal,156032.9088,WD,0,Pave,5,125.419104,AllPub,0.0,1959,1959,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,41.99989155196018,-93.64966934529956,"41.99989155196018, -93.64966934529956"
884,0,0,No alley access,2,1Fam,TA,Av,747.0,93.0,ALQ,LwQ,1.0,0.0,Gd,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,No Fireplace,0,CBlock,1,Typ,46.82313216,2.0,Gd,RFn,TA,Attchd,1983.0,82.12628736,0,GasA,Gd,SFoyer,43,1,Gd,Lvl,Gtl,852.8499072000001,CulDSac,21.03812727272728,IR1,0,85,RL,0.0,None,No Miscellaneous feature,0,12,SawyerW,0.0,7,5,Y,0,No Pool,CompShg,Gable,Normal,132169.05216,WD,0,Pave,5,78.0385536,AllPub,22.296729600000003,1983,1983,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,40.705565728274664,-91.4093598448185,"40.705565728274664, -91.4093598448185"
938,0,0,No alley access,3,1Fam,TA,Av,280.0,491.0,LwQ,BLQ,1.0,0.0,Gd,167.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,No Fireplace,0,CBlock,1,Typ,28.614136320000004,1.0,TA,Unf,TA,Detchd,1977.0,87.14305152,0,GasA,TA,1Story,44,1,TA,Lvl,Gtl,854.707968,CulDSac,21.03812727272728,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,7,CollgCr,0.0,6,5,Y,0,No Pool,CompShg,Hip,Normal,119548.74336,WD,0,Pave,5,87.14305152,AllPub,13.4709408,1975,1980,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376"
1150,0,0,No alley access,3,1Fam,TA,No,179.0,506.0,ALQ,BLQ,1.0,0.0,TA,465.0,Y,Norm,Norm,FuseA,0,TA,TA,BrkFace,Wd Sdng,No Fence,No Fireplace,0,CBlock,1,Typ,27.870912,1.0,TA,RFn,TA,Attchd,1959.0,106.838496,0,GasA,Ex,1Story,45,1,TA,Lvl,Gtl,738.1146528,Inside,21.336,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,5,NAmes,0.0,6,5,Y,0,No Pool,CompShg,Gable,Normal,129415.53024,WD,0,Pave,6,106.838496,AllPub,0.0,1959,1959,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
1752,0,0,No alley access,2,TwnhsE,TA,No,456.0,0.0,GLQ,Unf,1.0,0.0,Ex,1296.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,No Fence,Gd,1,PConc,2,Typ,53.512151040000006,2.0,TA,RFn,TA,Attchd,2005.0,162.76612608000002,0,GasA,Ex,1Story,46,1,Ex,Lvl,Gtl,711.4514803200001,Inside,18.5928,Reg,0,120,RL,412.0,BrkFace,No Miscellaneous feature,0,2,NridgHt,7.61804928,5,9,Y,0,No Pool,CompShg,Hip,Normal,293617.220736,WD,0,Pave,6,162.76612608000002,AllPub,18.20899584,2005,2005,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.059828930297805,-93.64963223549479,"42.059828930297805, -93.64963223549479"
1518,631,0,No alley access,1,1Fam,TA,No,1351.0,0.0,GLQ,Unf,1.0,0.0,Ex,83.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Ex,1,PConc,1,Typ,62.2450368,2.0,TA,RFn,TA,Attchd,2003.0,199.64863296,1,GasA,Ex,1.5Fin,47,1,Gd,Lvl,Gtl,1191.20277888,CulDSac,14.630400000000002,IR1,0,50,RL,0.0,None,No Miscellaneous feature,0,8,Mitchel,3.99483072,5,7,Y,0,No Pool,CompShg,Gable,Abnorml,219993.55163904,WD,198,Pave,6,133.22295936,AllPub,15.607710720000002,2003,2003,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,43.32034163171231,-92.8722657423409,"43.32034163171231, -92.8722657423409"
1656,0,0,No alley access,3,1Fam,TA,Av,24.0,0.0,GLQ,Unf,0.0,0.0,Gd,1632.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,76.73791104,3.0,TA,RFn,TA,Attchd,2006.0,153.84743424,0,GasA,Ex,1Story,48,1,Gd,Lvl,Gtl,1030.85213184,Inside,25.6032,Reg,0,20,FV,0.0,None,No Miscellaneous feature,0,7,Somerst,13.56384384,5,8,Y,0,No Pool,CompShg,Gable,Normal,229184.807808,WD,0,Pave,7,153.84743424,AllPub,0.0,2006,2006,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.05147116800214,-93.64495042989307,"42.05147116800214, -93.64495042989307"
736,716,0,No alley access,2,2fmCon,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,736.0,Y,Norm,Norm,SBrkr,102,TA,TA,MetalSd,MetalSd,No Fence,No Fireplace,0,BrkTil,2,Typ,0.0,0.0,No Garage,No Garage,No Garage,No Garage,0.0,134.89521408000002,0,GasA,Gd,2Story,49,3,TA,Lvl,Gtl,413.97594624,Inside,10.0584,Reg,0,190,RM,0.0,None,No Miscellaneous feature,0,6,OldTown,0.0,5,4,N,0,No Pool,CompShg,Gable,Partial,103715.99232,New,0,Pave,8,68.37663744000001,AllPub,0.0,1920,2008,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548"
955,0,0,No alley access,3,1Fam,TA,No,763.0,0.0,BLQ,Unf,1.0,0.0,TA,192.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,No Fireplace,0,CBlock,1,Typ,35.86057344,1.0,TA,Unf,TA,Attchd,1966.0,88.7224032,0,GasA,Ex,1Story,50,1,TA,Lvl,Gtl,719.25533568,Inside,20.1168,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,1,Sawyer,0.0,7,5,Y,0,No Pool,CompShg,Gable,Normal,116565.76128,WD,0,Pave,6,88.7224032,AllPub,0.0,1966,1966,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498"
794,676,0,No alley access,3,1Fam,TA,Av,182.0,0.0,GLQ,Unf,0.0,1.0,Gd,612.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,36.04637952,2.0,TA,Fin,TA,Attchd,1997.0,136.5674688,0,GasA,Gd,2Story,51,1,TA,Lvl,Gtl,1288.47226176,Corner,21.03812727272728,IR2,0,60,RL,0.0,None,No Miscellaneous feature,0,7,Gilbert,6.967728,6,6,Y,0,No Pool,CompShg,Gable,Normal,162457.79327999998,WD,0,Pave,6,73.76501376,AllPub,0.0,1997,1997,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
816,0,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,816.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,PConc,1,Typ,49.05280512,2.0,TA,Unf,TA,Detchd,1985.0,109.25397504,0,GasA,TA,1.5Fin,52,1,TA,Lvl,Gtl,579.7149696,Inside,15.8496,Reg,360,50,RM,0.0,None,Shed,400,9,BrkSide,0.0,6,6,Y,0,No Pool,CompShg,Gable,Normal,105092.75328,WD,0,Pave,6,75.80888064,AllPub,10.40514048,1934,1950,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.02860525428564,-93.63044987597965,"42.02860525428564, -93.63044987597965"
816,0,0,No alley access,2,Duplex,TA,Gd,104.0,712.0,LwQ,GLQ,1.0,0.0,Gd,0.0,N,RRNn,Norm,SBrkr,0,TA,Fa,Wd Sdng,Wd Sdng,No Fence,No Fireplace,0,CBlock,1,Typ,47.93796864,2.0,TA,Unf,TA,CarPort,1963.0,75.80888064,0,GasA,TA,1Story,53,1,TA,Bnk,Mod,787.07455488,Corner,33.528,IR2,0,90,RM,0.0,None,No Miscellaneous feature,0,5,IDOTRR,0.0,5,5,Y,0,No Pool,CompShg,Gable,Normal,100962.4704,WD,0,Grvl,5,75.80888064,AllPub,9.84772224,1963,1963,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078"
1842,0,0,No alley access,0,1Fam,TA,Gd,1810.0,0.0,GLQ,Unf,2.0,0.0,Ex,32.0,Y,Norm,Norm,SBrkr,0,TA,Gd,WdShing,Wd Shng,No Fence,Gd,1,CBlock,0,Typ,83.05531776000001,3.0,TA,Fin,TA,Attchd,1981.0,171.12739968000002,1,GasA,Gd,1Story,54,1,Gd,Low,Gtl,4670.328723840001,Inside,20.7264,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,11,Veenker,6.689018880000001,5,9,Y,0,No Pool,WdShngl,Gable,Normal,353368.6464,WD,0,Pave,5,171.12739968000002,AllPub,79.61790528,1981,1987,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.04180709605563,-93.6490898164628,"42.04180709605563, -93.6490898164628"
1360,0,0,No alley access,3,1Fam,TA,No,384.0,0.0,ALQ,Unf,0.0,0.0,TA,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,TA,1,CBlock,1,Min1,53.14053888,2.0,TA,Unf,TA,Detchd,1962.0,126.3481344,0,GasA,TA,SLvl,55,1,TA,Bnk,Mod,662.77028736,Inside,18.288,Reg,0,80,RL,0.0,None,No Miscellaneous feature,0,2,NAmes,4.645152,5,5,Y,0,No Pool,CompShg,Gable,Normal,119319.2832,WD,0,Pave,6,35.674767360000004,AllPub,0.0,1955,1955,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
1425,0,407,No alley access,3,1Fam,TA,No,490.0,0.0,BLQ,Unf,0.0,0.0,TA,935.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,No Fence,Gd,1,CBlock,2,Typ,53.512151040000006,2.0,TA,RFn,TA,Attchd,1964.0,132.386832,0,GasA,Gd,1Story,56,1,TA,Lvl,Gtl,945.288432,Inside,30.48,IR1,0,20,RL,272.0,BrkFace,No Miscellaneous feature,0,7,NAmes,0.0,5,6,Y,0,No Pool,CompShg,Gable,Normal,165670.23552,WD,0,Pave,7,132.386832,AllPub,0.0,1964,1964,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
983,756,0,Pave,3,Twnhs,TA,No,649.0,0.0,GLQ,Unf,1.0,0.0,Gd,321.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,No Fence,No Fireplace,0,PConc,2,Typ,44.593459200000005,2.0,TA,Fin,TA,Attchd,1999.0,161.55838656,1,GasA,Ex,2Story,57,1,Gd,Lvl,Gtl,245.7285408,Inside,7.315200000000001,Reg,0,160,FV,456.0,BrkFace,No Miscellaneous feature,0,8,Somerst,0.0,5,8,Y,0,No Pool,CompShg,Gable,Abnorml,158327.5104,WD,0,Pave,7,90.1159488,AllPub,10.6838496,1999,2000,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.05147116800214,-93.64495042989307,"42.05147116800214, -93.64495042989307"
860,860,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,860.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,52.4902176,2.0,TA,RFn,TA,Attchd,2004.0,159.7932288,1,GasA,Ex,2Story,58,1,Gd,Lvl,Gtl,1081.8559008,Corner,27.1272,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,8,CollgCr,6.5032128,5,7,Y,0,No Pool,CompShg,Gable,Normal,180355.68576,WD,0,Pave,7,79.8966144,AllPub,0.0,2004,2004,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376"
1426,1519,0,No alley access,3,1Fam,TA,Gd,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1410.0,Y,Norm,Norm,SBrkr,37,TA,Ex,VinylSd,VinylSd,No Fence,Gd,1,PConc,3,Typ,59.550848640000005,3.0,TA,Fin,TA,BuiltIn,2006.0,273.5994528,1,GasA,Ex,2Story,59,1,Gd,HLS,Gtl,1271.0993932800002,CulDSac,20.1168,IR2,0,60,RL,1031.0,BrkFace,No Miscellaneous feature,0,10,StoneBr,0.0,5,10,Y,0,No Pool,CompShg,Hip,Partial,402730.1160192,New,0,Pave,10,130.99328640000002,AllPub,17.837383680000002,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059702874449364,-93.63768501830816,"42.059702874449364, -93.63768501830816"
780,0,0,No alley access,2,1Fam,TA,Av,632.0,0.0,ALQ,Unf,0.0,0.0,TA,148.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,No Fireplace,0,CBlock,1,Typ,32.70187008,1.0,TA,Unf,TA,Detchd,1973.0,72.4643712,0,GasA,Ex,1Story,60,1,TA,Bnk,Gtl,668.9018880000001,Inside,18.288,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,1,CollgCr,0.0,7,5,Y,0,No Pool,CompShg,Gable,Normal,114638.295936,WD,0,Pave,4,72.4643712,AllPub,18.20899584,1972,1972,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376"
1158,0,0,No alley access,3,1Fam,TA,No,941.0,0.0,ALQ,Unf,1.0,0.0,Gd,217.0,Y,RRAe,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,1,Typ,53.512151040000006,2.0,TA,Unf,TA,Detchd,2006.0,107.58172032,1,GasA,Ex,1Story,61,1,Gd,Lvl,Gtl,1214.42853888,Inside,19.2024,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,5,SawyerW,4.645152,5,6,Y,0,No Pool,CompShg,Gable,Partial,145018.82112,New,0,Pave,5,107.58172032,AllPub,0.0,2004,2004,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,40.705565728274664,-91.4093598448185,"40.705565728274664, -91.4093598448185"
581,530,0,No alley access,3,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,530.0,N,Norm,Norm,SBrkr,144,TA,TA,MetalSd,MetalSd,No Fence,No Fireplace,0,BrkTil,1,Typ,26.756075520000003,1.0,TA,Unf,TA,Detchd,1935.0,103.21527744,0,GasA,TA,2.5Unf,62,1,Fa,Lvl,Gtl,668.9018880000001,Inside,18.288,Reg,0,75,RM,0.0,None,No Miscellaneous feature,0,3,IDOTRR,0.0,7,5,N,0,No Pool,CompShg,Gable,Normal,92701.90464,WD,0,Pave,6,49.2386112,AllPub,0.0,1920,1996,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078"
